type,url,chemin,modifie
post,https://www.victrix.ca/applications-microsoft-viva-demystifier-viva/,/applications-microsoft-viva-demystifier-viva/,2026-07-08T21:36:12+00:00
post,https://www.victrix.ca/en/microsoft-copilot-features/,/en/microsoft-copilot-features/,2026-07-09T18:59:33+00:00
post,https://www.victrix.ca/en/chatgpt-vs-copilot/,/en/chatgpt-vs-copilot/,2026-07-09T19:45:03+00:00
post,https://www.victrix.ca/en/internet-of-things-security/,/en/internet-of-things-security/,2026-07-09T20:07:28+00:00
post,https://www.victrix.ca/en/cybersecurity-risk-audit/,/en/cybersecurity-risk-audit/,2026-07-09T20:09:22+00:00
post,https://www.victrix.ca/en/nis2-directive/,/en/nis2-directive/,2026-07-09T20:13:30+00:00
post,https://www.victrix.ca/servicenow-itom/,/servicenow-itom/,2026-07-09T20:41:58+00:00
post,https://www.victrix.ca/en/microsoft-viva-apps/,/en/microsoft-viva-apps/,2026-07-09T20:43:35+00:00
post,https://www.victrix.ca/ransomware-rancongiciels/,/ransomware-rancongiciels/,2026-07-09T21:06:32+00:00
post,https://www.victrix.ca/externalisation-du-soc-avantages-inconvenients/,/externalisation-du-soc-avantages-inconvenients/,2026-07-09T21:12:22+00:00
post,https://www.victrix.ca/loi-25-donnees-personnelles-guide/,/loi-25-donnees-personnelles-guide/,2026-07-09T21:22:03+00:00
post,https://www.victrix.ca/sase-cloud/,/sase-cloud/,2026-07-09T21:24:11+00:00
post,https://www.victrix.ca/servicenow-itsm/,/servicenow-itsm/,2026-07-09T21:29:20+00:00
post,https://www.victrix.ca/en/ransomware-protection-tips/,/en/ransomware-protection-tips/,2026-07-14T19:52:58+00:00
post,https://www.victrix.ca/en/sase-cloud/,/en/sase-cloud/,2026-07-14T19:58:43+00:00
post,https://www.victrix.ca/en/soc-outsourcing-for-smbs-pros-cons/,/en/soc-outsourcing-for-smbs-pros-cons/,2026-07-14T20:02:26+00:00
post,https://www.victrix.ca/zero-trust-network-access-ztna-modele-de-cybersecurite-optimal/,/zero-trust-network-access-ztna-modele-de-cybersecurite-optimal/,2026-07-14T20:19:18+00:00
post,https://www.victrix.ca/en/servicenow-ai/,/en/servicenow-ai/,2026-07-14T20:22:13+00:00
post,https://www.victrix.ca/fonctionnalites-microsoft-copilot/,/fonctionnalites-microsoft-copilot/,2026-07-14T20:30:31+00:00
post,https://www.victrix.ca/copilot-vs-chatgpt/,/copilot-vs-chatgpt/,2026-07-14T20:31:34+00:00
post,https://www.victrix.ca/en/servicenow-itom/,/en/servicenow-itom/,2026-07-14T20:33:52+00:00
post,https://www.victrix.ca/en/servicenow-itsm/,/en/servicenow-itsm/,2026-07-14T20:35:23+00:00
post,https://www.victrix.ca/securite-iot-defis/,/securite-iot-defis/,2026-07-14T20:49:58+00:00
post,https://www.victrix.ca/securite-internet-des-objets/,/securite-internet-des-objets/,2026-07-14T20:56:40+00:00
post,https://www.victrix.ca/en/zero-trust-network-access-ztna-ultimate-cybersecurity-model/,/en/zero-trust-network-access-ztna-ultimate-cybersecurity-model/,2026-07-14T20:57:32+00:00
post,https://www.victrix.ca/en/penetration-testing/,/en/penetration-testing/,2026-07-14T21:03:25+00:00
post,https://www.victrix.ca/gouvernance-power-platform-conseils/,/gouvernance-power-platform-conseils/,2026-07-28T14:51:44+00:00
post,https://www.victrix.ca/en/power-platform-governance-advice/,/en/power-platform-governance-advice/,2026-07-28T14:52:46+00:00
post,https://www.victrix.ca/agents-copilot-studio/,/agents-copilot-studio/,2026-07-28T14:56:09+00:00
post,https://www.victrix.ca/en/copilot-studio-agents/,/en/copilot-studio-agents/,2026-07-28T14:57:17+00:00
post,https://www.victrix.ca/en/it-trends/,/en/it-trends/,2026-07-28T15:07:00+00:00
post,https://www.victrix.ca/tendances-ti/,/tendances-ti/,2026-07-28T15:08:32+00:00
post,https://www.victrix.ca/cache/,/cache/,2026-08-10T13:51:57+00:00
page,https://www.victrix.ca/,/,2026-07-28T14:34:38+00:00
page,https://www.victrix.ca/en/customer-portal/,/en/customer-portal/,2023-04-06T14:41:48+00:00
page,https://www.victrix.ca/en/resources-center/,/en/resources-center/,2024-08-28T21:24:19+00:00
page,https://www.victrix.ca/en/thank-you-page/,/en/thank-you-page/,2025-09-25T15:49:46+00:00
page,https://www.victrix.ca/decouvrir-victrix/,/decouvrir-victrix/,2026-03-23T14:21:56+00:00
page,https://www.victrix.ca/en/discover-victrix/,/en/discover-victrix/,2026-03-23T14:57:04+00:00
page,https://www.victrix.ca/contact/,/contact/,2026-04-09T20:12:22+00:00
page,https://www.victrix.ca/en/contact/,/en/contact/,2026-04-09T20:13:15+00:00
page,https://www.victrix.ca/carriere/,/carriere/,2026-04-29T15:29:00+00:00
page,https://www.victrix.ca/en/careers/,/en/careers/,2026-04-29T15:32:10+00:00
page,https://www.victrix.ca/en/,/en/,2026-07-28T14:35:21+00:00
page,https://www.victrix.ca/mon-portail/,/mon-portail/,2026-09-03T18:00:56+00:00
expertise,https://www.victrix.ca/en/expertise/cybersecurity/zero-trust/,/en/expertise/cybersecurity/zero-trust/,2025-06-09T13:28:28+00:00
expertise,https://www.victrix.ca/expertise/productivite/copilot-microsoft-365/,/expertise/productivite/copilot-microsoft-365/,2025-09-25T17:12:58+00:00
expertise,https://www.victrix.ca/expertise/intelligence-artificielle/analyse-opportunites-ia/,/expertise/intelligence-artificielle/analyse-opportunites-ia/,2025-11-11T15:31:37+00:00
expertise,https://www.victrix.ca/en/expertise/strategic-advice/law-25-compliance/,/en/expertise/strategic-advice/law-25-compliance/,2026-03-04T21:01:06+00:00
expertise,https://www.victrix.ca/expertise/conseil-strategique/conformite-loi-25/,/expertise/conseil-strategique/conformite-loi-25/,2026-03-04T21:01:10+00:00
expertise,https://www.victrix.ca/expertise/cybersecurite/internet-des-objets-service-iot/,/expertise/cybersecurite/internet-des-objets-service-iot/,2026-03-27T17:26:04+00:00
expertise,https://www.victrix.ca/en/expertise/cybersecurity/cybersecurity-healthcare/,/en/expertise/cybersecurity/cybersecurity-healthcare/,2026-04-01T17:53:05+00:00
expertise,https://www.victrix.ca/expertise/productivite/o-bureau/,/expertise/productivite/o-bureau/,2026-04-28T17:32:59+00:00
expertise,https://www.victrix.ca/en/expertise/productivity-consulting/office-booking/,/en/expertise/productivity-consulting/office-booking/,2026-04-28T17:36:45+00:00
expertise,https://www.victrix.ca/expertise/productivite/plateforme-employe-intranet/,/expertise/productivite/plateforme-employe-intranet/,2026-04-28T18:30:30+00:00
expertise,https://www.victrix.ca/en/expertise/productivity-consulting/employee-platform-intranet/,/en/expertise/productivity-consulting/employee-platform-intranet/,2026-04-28T18:30:32+00:00
expertise,https://www.victrix.ca/expertise/productivite/copilot-studio/,/expertise/productivite/copilot-studio/,2026-04-28T19:06:48+00:00
expertise,https://www.victrix.ca/expertise/productivite/servicenow/,/expertise/productivite/servicenow/,2026-04-28T19:49:11+00:00
expertise,https://www.victrix.ca/en/expertise/productivity-consulting/servicenow/,/en/expertise/productivity-consulting/servicenow/,2026-04-28T19:49:46+00:00
expertise,https://www.victrix.ca/expertise/productivite/,/expertise/productivite/,2026-07-06T13:36:08+00:00
expertise,https://www.victrix.ca/expertise/approvisionnement-ti/,/expertise/approvisionnement-ti/,2026-07-06T14:22:42+00:00
expertise,https://www.victrix.ca/expertise/cybersecurite/,/expertise/cybersecurite/,2026-07-06T15:21:32+00:00
expertise,https://www.victrix.ca/en/expertise/cybersecurity/,/en/expertise/cybersecurity/,2026-07-06T17:27:36+00:00
expertise,https://www.victrix.ca/expertise/services-ti-geres/maximisez-lutilisation-de-votre-ecosysteme-m365/,/expertise/services-ti-geres/maximisez-lutilisation-de-votre-ecosysteme-m365/,2026-07-07T19:32:56+00:00
expertise,https://www.victrix.ca/en/expertise/managed-it-services/maximize-the-use-of-your-m365-ecosystem/,/en/expertise/managed-it-services/maximize-the-use-of-your-m365-ecosystem/,2026-07-07T19:39:15+00:00
expertise,https://www.victrix.ca/expertise/conseil-strategique/,/expertise/conseil-strategique/,2026-07-07T19:47:13+00:00
expertise,https://www.victrix.ca/en/expertise/it-procurement/,/en/expertise/it-procurement/,2026-07-08T13:41:57+00:00
expertise,https://www.victrix.ca/en/expertise/productivity-consulting/copilot-studio/,/en/expertise/productivity-consulting/copilot-studio/,2026-07-08T14:41:08+00:00
expertise,https://www.victrix.ca/en/expertise/cybersecurity/internet-of-things-iot/,/en/expertise/cybersecurity/internet-of-things-iot/,2026-07-08T14:44:23+00:00
expertise,https://www.victrix.ca/en/expertise/productivity-consulting/copilot-for-microsoft-365/,/en/expertise/productivity-consulting/copilot-for-microsoft-365/,2026-07-08T14:47:35+00:00
expertise,https://www.victrix.ca/expertise/services-infonuagiques/migration-vers-azure/,/expertise/services-infonuagiques/migration-vers-azure/,2026-07-08T15:23:55+00:00
expertise,https://www.victrix.ca/expertise/services-infonuagiques/services-aws/,/expertise/services-infonuagiques/services-aws/,2026-07-08T16:03:58+00:00
expertise,https://www.victrix.ca/expertise/services-infonuagiques/,/expertise/services-infonuagiques/,2026-07-08T21:03:10+00:00
expertise,https://www.victrix.ca/expertise/cybersecurite/centre-operationnel-de-securite-evolutif/,/expertise/cybersecurite/centre-operationnel-de-securite-evolutif/,2026-07-08T21:09:38+00:00
expertise,https://www.victrix.ca/expertise/services-ti-geres/,/expertise/services-ti-geres/,2026-07-08T21:12:00+00:00
expertise,https://www.victrix.ca/expertise/cybersecurite/cybersecurite-sante/,/expertise/cybersecurite/cybersecurite-sante/,2026-07-08T21:24:03+00:00
expertise,https://www.victrix.ca/en/expertise/cybersecurity/pentest/,/en/expertise/cybersecurity/pentest/,2026-07-08T21:26:55+00:00
expertise,https://www.victrix.ca/en/expertise/cloud-services-provider/,/en/expertise/cloud-services-provider/,2026-07-08T21:29:05+00:00
expertise,https://www.victrix.ca/expertise/productivite/o-studio/,/expertise/productivite/o-studio/,2026-07-09T18:52:04+00:00
expertise,https://www.victrix.ca/en/expertise/productivity-consulting/o-studio/,/en/expertise/productivity-consulting/o-studio/,2026-07-09T19:43:32+00:00
expertise,https://www.victrix.ca/en/expertise/managed-it-services/,/en/expertise/managed-it-services/,2026-07-09T20:22:04+00:00
expertise,https://www.victrix.ca/en/expertise/cybersecurity/scalable-security-operations-center/,/en/expertise/cybersecurity/scalable-security-operations-center/,2026-07-09T20:26:48+00:00
expertise,https://www.victrix.ca/en/expertise/productivity-consulting/,/en/expertise/productivity-consulting/,2026-07-09T20:44:28+00:00
expertise,https://www.victrix.ca/expertise/cybersecurite/zero-trust/,/expertise/cybersecurite/zero-trust/,2026-07-09T21:27:50+00:00
expertise,https://www.victrix.ca/en/expertise/artificial-intelligence/ai-opportunity-analysis/,/en/expertise/artificial-intelligence/ai-opportunity-analysis/,2026-07-13T17:57:32+00:00
expertise,https://www.victrix.ca/expertise/productivite/dynamics-365-field-service/,/expertise/productivite/dynamics-365-field-service/,2026-07-14T14:43:29+00:00
expertise,https://www.victrix.ca/en/expertise/productivity-consulting/dynamics-365-field-service/,/en/expertise/productivity-consulting/dynamics-365-field-service/,2026-07-14T16:24:49+00:00
expertise,https://www.victrix.ca/en/expertise/cloud-services-provider/azure-migration/,/en/expertise/cloud-services-provider/azure-migration/,2026-07-14T19:35:18+00:00
expertise,https://www.victrix.ca/en/expertise/cloud-services-provider/aws-services/,/en/expertise/cloud-services-provider/aws-services/,2026-07-14T19:36:14+00:00
expertise,https://www.victrix.ca/en/expertise/strategic-advice/,/en/expertise/strategic-advice/,2026-07-14T19:40:05+00:00
expertise,https://www.victrix.ca/en/expertise/artificial-intelligence/consulting/,/en/expertise/artificial-intelligence/consulting/,2026-07-16T20:54:01+00:00
expertise,https://www.victrix.ca/en/expertise/artificial-intelligence/,/en/expertise/artificial-intelligence/,2026-07-16T21:02:47+00:00
expertise,https://www.victrix.ca/expertise/intelligence-artificielle/,/expertise/intelligence-artificielle/,2026-07-16T21:04:58+00:00
expertise,https://www.victrix.ca/expertise/cybersecurite/test-intrusion-pentest/,/expertise/cybersecurite/test-intrusion-pentest/,2026-07-29T19:14:58+00:00
expertise,https://www.victrix.ca/expertise/intelligence-artificielle/accompagnement/,/expertise/intelligence-artificielle/accompagnement/,2026-09-01T15:22:54+00:00
expertise,https://www.victrix.ca/en/expertise/it-procurement/hpe-networking/,/en/expertise/it-procurement/hpe-networking/,2026-09-01T15:32:20+00:00
expertise,https://www.victrix.ca/expertise/approvisionnement-ti/crowdstrike-falcon/,/expertise/approvisionnement-ti/crowdstrike-falcon/,2026-09-01T16:00:47+00:00
expertise,https://www.victrix.ca/en/expertise/it-procurement/palo-alto-networks/,/en/expertise/it-procurement/palo-alto-networks/,2026-09-01T16:07:02+00:00
expertise,https://www.victrix.ca/en/expertise/it-procurement/microsoft-solutions/,/en/expertise/it-procurement/microsoft-solutions/,2026-09-01T17:53:57+00:00
expertise,https://www.victrix.ca/en/expertise/it-procurement/cisco/,/en/expertise/it-procurement/cisco/,2026-09-01T21:22:34+00:00
expertise,https://www.victrix.ca/expertise/approvisionnement-ti/solutions-microsoft/,/expertise/approvisionnement-ti/solutions-microsoft/,2026-09-01T23:18:02+00:00
expertise,https://www.victrix.ca/expertise/approvisionnement-ti/palo-alto-networks/,/expertise/approvisionnement-ti/palo-alto-networks/,2026-09-01T23:59:32+00:00
expertise,https://www.victrix.ca/en/expertise/it-procurement/zscaler/,/en/expertise/it-procurement/zscaler/,2026-09-02T00:29:38+00:00
expertise,https://www.victrix.ca/en/expertise/it-procurement/crowdstrike-falcon/,/en/expertise/it-procurement/crowdstrike-falcon/,2026-09-02T00:58:20+00:00
expertise,https://www.victrix.ca/expertise/approvisionnement-ti/servicenow/,/expertise/approvisionnement-ti/servicenow/,2026-09-02T00:59:37+00:00
expertise,https://www.victrix.ca/expertise/productivite/o-bureau/demo-o-bureau/,/expertise/productivite/o-bureau/demo-o-bureau/,2026-09-02T01:00:21+00:00
expertise,https://www.victrix.ca/expertise/approvisionnement-ti/zscaler/,/expertise/approvisionnement-ti/zscaler/,2026-09-02T01:04:54+00:00
expertise,https://www.victrix.ca/en/expertise/it-procurement/dell-technologies/,/en/expertise/it-procurement/dell-technologies/,2026-09-02T01:05:43+00:00
expertise,https://www.victrix.ca/en/expertise/it-procurement/check-point/,/en/expertise/it-procurement/check-point/,2026-09-02T01:06:20+00:00
expertise,https://www.victrix.ca/expertise/approvisionnement-ti/cisco/,/expertise/approvisionnement-ti/cisco/,2026-09-02T01:09:07+00:00
expertise,https://www.victrix.ca/expertise/approvisionnement-ti/check-point/,/expertise/approvisionnement-ti/check-point/,2026-09-02T01:10:12+00:00
expertise,https://www.victrix.ca/expertise/approvisionnement-ti/hpe-networking/,/expertise/approvisionnement-ti/hpe-networking/,2026-09-02T01:11:33+00:00
expertise,https://www.victrix.ca/expertise/approvisionnement-ti/dell-technologies/,/expertise/approvisionnement-ti/dell-technologies/,2026-09-02T02:09:00+00:00
expertise,https://www.victrix.ca/en/expertise/it-procurement/servicenow/,/en/expertise/it-procurement/servicenow/,2026-09-02T02:10:11+00:00
expertise,https://www.victrix.ca/en/expertise/productivity-consulting/office-booking/landing-demo-obureau/,/en/expertise/productivity-consulting/office-booking/landing-demo-obureau/,2026-09-02T08:34:57+00:00
dlm_download,https://www.victrix.ca/document/licences-microsoft-power-platform/,/document/licences-microsoft-power-platform/,2026-07-07T18:54:47+00:00
dlm_download,https://www.victrix.ca/document/pourquoi-gerez-vous-encore-vos-ti/,/document/pourquoi-gerez-vous-encore-vos-ti/,2026-07-07T19:49:04+00:00
dlm_download,https://www.victrix.ca/document/webinaire-copilot-buzz-impact/,/document/webinaire-copilot-buzz-impact/,2026-07-08T20:49:41+00:00
dlm_download,https://www.victrix.ca/document/cybersecurite/,/document/cybersecurite/,2026-07-09T20:45:56+00:00
